Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1533010,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1535285,000001DA,false,Rx,1,8,BA,72,58,00,00,01,03,62,
1535454,00000120,false,Rx,1,4,00,00,03,0A,00,00,00,00,
1540723,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,01,1B,
1540950,000001DC,false,Rx,1,8,6E,04,A4,A1,E1,0C,E1,55,
1542316,0000011A,false,Rx,1,8,4E,40,00,55,40,00,02,B0,
1542558,000001D4,false,Rx,1,8,F7,07,00,00,87,44,30,7B,
1542791,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,02,8F,
1543022,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1545288,000001DA,false,Rx,1,8,BA,72,58,00,00,01,00,68,
1545457,00000120,false,Rx,1,4,00,00,04,9B,00,00,00,00,
1550717,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,02,11,
1550945,000001DC,false,Rx,1,8,6E,04,A4,A1,E5,04,C6,42,
1552309,0000011A,false,Rx,1,8,4E,40,00,AA,80,00,03,A6,
1552541,000001D4,false,Rx,1,8,F7,07,00,00,C7,44,30,BC,
1552774,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,03,8F,
1553006,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1555281,000001DA,false,Rx,1,8,BA,32,58,00,00,01,01,4F,
1555451,00000120,false,Rx,1,4,00,00,05,1E,00,00,00,00,
1560720,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,03,94,
1560947,000001DC,false,Rx,1,8,6E,04,A4,A1,E8,C0,C3,F9,
1562312,0000011A,false,Rx,1,8,4E,40,00,AA,C0,00,00,6B,
1562543,000001D4,false,Rx,1,8,F7,07,00,00,07,44,30,70,
1562787,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,00,8F,
1563008,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1565295,000001DA,false,Rx,1,8,BA,32,58,00,00,01,02,45,
1565465,00000120,false,Rx,1,4,00,00,06,14,00,00,00,00,
1570712,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,00,9E,
1570940,000001DC,false,Rx,1,8,6E,04,A4,A1,EC,DC,C8,10,
1572316,0000011A,false,Rx,1,8,4E,40,00,55,00,00,01,7D,
1572547,000001D4,false,Rx,1,8,F7,07,00,00,47,44,30,B7,
1572781,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,01,8F,
1573012,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1575288,000001DA,false,Rx,1,8,BA,72,58,00,00,01,03,62,
1575447,00000120,false,Rx,1,4,00,00,07,91,00,00,00,00,
1581063,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,01,1B,
1581292,000001DC,false,Rx,1,8,6E,04,A4,A1,E1,0C,E1,55,
1581523,0000055B,false,Rx,1,8,73,40,AA,00,DE,80,10,59,
1581755,000005BC,false,Rx,1,8,14,C0,64,50,90,01,00,F0,
1582311,0000011A,false,Rx,1,8,4E,40,00,55,40,00,02,B0,
1582553,000001D4,false,Rx,1,8,F7,07,00,00,87,44,30,7B,
1582786,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,02,8F,
1583017,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1585296,000001DA,false,Rx,1,8,BA,72,58,00,00,01,00,68,
1585461,00000120,false,Rx,1,4,00,00,08,B3,00,00,00,00,
1590720,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,02,E2,
1590948,000001DC,false,Rx,1,8,6E,04,A4,A1,E5,04,C6,42,
1592313,0000011A,false,Rx,1,8,4E,40,00,AA,80,00,03,A6,
1592544,000001D4,false,Rx,1,8,F7,07,00,00,C7,44,30,BC,
1592777,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,03,8F,
1592999,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1594466,000002B5,false,Rx,1,8,90,00,32,00,00,00,00,A2,
1594698,000002B6,false,Rx,1,8,92,00,89,02,18,00,8A,8B,
1595297,000001DA,false,Rx,1,8,BA,32,58,00,00,01,01,4F,
1595466,00000120,false,Rx,1,4,00,00,09,36,00,00,00,00,
1595688,0000055A,false,Rx,1,8,14,34,36,34,55,00,5B,48,
1600710,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,03,67,
1600937,000001DC,false,Rx,1,8,6E,04,A4,A1,E8,C0,C3,F9,
1602302,0000011A,false,Rx,1,8,4E,40,00,AA,C0,00,00,6B,
1602545,000001D4,false,Rx,1,8,F7,07,00,00,07,44,30,70,
1602788,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,00,8F,
1603009,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1605284,000001DA,false,Rx,1,8,BA,32,58,00,00,01,02,45,
1605454,00000120,false,Rx,1,4,00,00,0A,3C,00,00,00,00,
1606855,0000055B,false,Rx,1,8,A4,40,AA,00,DF,C0,13,9F,
1607097,0000059E,false,Rx,1,8,00,00,0C,76,18,00,00,00,
1607342,000005BC,false,Rx,1,8,3D,80,F0,64,B0,01,00,32,
1610708,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,00,6D,
1610946,000001DC,false,Rx,1,8,6E,04,A4,A1,EC,DC,C8,10,
1612311,0000011A,false,Rx,1,8,4E,40,00,55,00,00,01,7D,
1612544,000001D4,false,Rx,1,8,F7,07,00,00,47,44,30,B7,
1612786,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,01,8F,
1613009,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1615283,000001DA,false,Rx,1,8,BA,72,58,00,00,01,03,62,
1615452,00000120,false,Rx,1,4,00,00,0B,B9,00,00,00,00,
1620709,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,01,E8,
1620937,000001DC,false,Rx,1,8,6E,04,A4,A1,E1,0C,E1,55,
1622062,00000390,false,Rx,1,8,24,00,01,02,00,00,00,16,
1622316,0000011A,false,Rx,1,8,4E,40,00,55,40,00,02,B0,
1622549,000001D4,false,Rx,1,8,F7,07,00,00,87,44,30,7B,
1622793,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,02,8F,
1623015,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1625280,000001DA,false,Rx,1,8,BA,72,58,00,00,01,00,68,
1625449,00000120,false,Rx,1,4,00,00,0C,28,00,00,00,00,
1627068,00000393,false,Rx,1,8,00,51,00,00,00,00,00,16,
1630712,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,02,E2,
1630939,000001DC,false,Rx,1,8,6E,04,A4,A1,E5,04,C6,42,
1632304,0000011A,false,Rx,1,8,4E,40,00,AA,80,00,03,A6,
1632537,000001D4,false,Rx,1,8,F7,07,00,00,C7,44,30,BC,
1632779,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,03,8F,
1633002,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1635287,000001DA,false,Rx,1,8,BA,32,58,00,00,01,01,4F,
1635446,00000120,false,Rx,1,4,00,00,0D,AD,00,00,00,00,
1640703,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,03,67,
1640931,000001DC,false,Rx,1,8,6E,04,A4,A1,E8,C0,C3,F9,
1642305,0000011A,false,Rx,1,8,4E,40,00,AA,C0,00,00,6B,
1642549,000001D4,false,Rx,1,8,F7,07,00,00,07,44,30,70,
1642781,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,00,8F,
1643012,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1645277,000001DA,false,Rx,1,8,BA,32,58,00,00,01,02,45,
1645447,00000120,false,Rx,1,4,00,00,0E,A7,00,00,00,00,
1650705,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,00,6D,
1650934,000001DC,false,Rx,1,8,6E,04,A4,A1,EC,DC,C8,10,
1652308,0000011A,false,Rx,1,8,4E,40,00,55,00,00,01,7D,
1652540,000001D4,false,Rx,1,8,F7,07,00,00,47,44,30,B7,
1652783,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,01,8F,
1653004,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1655279,000001DA,false,Rx,1,8,BA,72,58,00,00,01,03,62,
1655459,00000120,false,Rx,1,4,00,00,0F,22,00,00,00,00,
1660708,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,01,E8,
1660936,000001DC,false,Rx,1,8,6E,04,A4,A1,E1,0C,E1,55,
1662311,0000011A,false,Rx,1,8,4E,40,00,55,40,00,02,B0,
1662554,000001D4,false,Rx,1,8,F7,07,00,00,87,44,30,7B,
1662786,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,02,8F,
1663018,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1665293,000001DA,false,Rx,1,8,BA,72,58,00,00,01,00,68,
1665473,00000120,false,Rx,1,4,00,00,00,00,00,00,00,00,
1670700,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,02,E2,
1670929,000001DC,false,Rx,1,8,6E,04,A4,A1,E5,04,C6,42,
1672302,0000011A,false,Rx,1,8,4E,40,00,AA,80,00,03,A6,
1672535,000001D4,false,Rx,1,8,F7,07,00,00,C7,44,30,BC,
1672778,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,03,8F,
1672999,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1675285,000001DA,false,Rx,1,8,BA,32,58,00,00,01,01,4F,
1675454,00000120,false,Rx,1,4,00,00,01,85,00,00,00,00,
1681039,000001DB,false,Rx,1,8,FF,C0,BB,8B,29,00,03,67,
1681268,000001DC,false,Rx,1,8,6E,04,A4,A1,E8,C0,C3,F9,
1681501,0000055B,false,Rx,1,8,73,40,AA,00,DE,80,11,DC,
1681733,000005BC,false,Rx,1,8,14,C0,64,50,90,01,62,76,
1682308,0000011A,false,Rx,1,8,4E,40,00,AA,C0,00,00,6B,
1682541,000001D4,false,Rx,1,8,F7,07,00,00,07,44,30,70,
1682783,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,00,8F,
1683015,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1685283,000001DA,false,Rx,1,8,BA,32,58,00,00,01,02,45,
1685459,00000120,false,Rx,1,4,00,00,02,8F,00,00,00,00,
1690697,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,00,9E,
1690926,000001DC,false,Rx,1,8,6E,04,A4,A1,EC,DC,C8,10,
1692311,0000011A,false,Rx,1,8,4E,40,00,55,00,00,01,7D,
1692544,000001D4,false,Rx,1,8,F7,07,00,00,47,44,30,B7,
1692786,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,01,8F,
1693007,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1694465,000002B5,false,Rx,1,8,A0,00,32,00,00,00,00,92,
1694696,000002B6,false,Rx,1,8,A2,00,89,02,18,00,8A,BB,
1695285,000001DA,false,Rx,1,8,BA,72,58,00,00,01,03,62,
